transaction_id,terminal_id,amount_inr,customer_avg_spend_90d,card_age_days,transaction_hour,merchant_category,channel,card_type,city_tier,distance_from_home_km,device_trust_score,is_international,failed_pin_attempts_24h,txn_count_last_1h,merchant_risk_score,days_since_last_chargeback,batch_number,acquirer_code,pos_software_version,is_fraud
TXN82996920,T10035,4457.0,9414.88,785,6,electronics,online,debit,tier_3,2052.4,0.351,1,0,1,0.188,-1,253,1115,4.0,1
TXN20294793,T11065,2039.0,3900.91,4000,14,apparel,in_store,credit,tier_3,5.0,,0,0,2,0.211,26,220,1102,3.1,1
TXN29327876,T11896,402.67,1232.23,567,17,pharmacy,online,debit,tier_1,0.6,0.957,0,0,1,0.106,206,244,1104,3.1,1
TXN64615441,T12174,895.0,1021.43,199,13,pharmacy,in_store,debit,tier_1,4.4,,0,1,2,0.288,-1,290,1122,4.2,0
TXN38118349,T11474,500.0,105.14,2968,11,pharmacy,in_store,credit,tier_1,4.9,,0,0,2,0.069,-1,71,1101,3.4,0
TXN04728607,T12124,1037.0,,69,11,fuel,in_store,credit,tier_1,0.6,,0,0,3,0.093,119,3,1114,4.2,0
TXN67596363,T11323,218.42,,34,18,restaurants,in_store,credit,tier_1,3.2,,0,0,2,0.357,-1,253,1123,4.0,1
TXN42601192,T10500,13000.0,10942.73,138,12,electronics,online,credit,tier_2,53.4,0.85,0,0,1,0.218,-1,139,1114,3.4,1
TXN06336766,T11220,628.85,1098.52,226,12,grocery,online,debit,tier_1,9.1,0.352,0,0,2,0.254,-1,10,1114,4.2,0
TXN72566639,T11150,37726.0,15081.51,318,19,gaming,online,credit,tier_1,1979.9,0.502,1,0,2,0.249,-1,65,1122,3.1,1
TXN48433636,T10527,4000.0,2798.92,414,11,cash_withdrawal,atm,debit,tier_1,2.5,,0,0,2,0.139,-1,292,1107,4.5,0
TXN47035275,T11112,48041.01,47745.01,171,14,gift_cards,online,credit,tier_2,,0.744,1,0,1,0.094,-1,25,1111,4.0,1
TXN33362233,T10149,1625.0,779.53,308,14,grocery,online,credit,tier_2,173.1,0.818,0,0,1,0.216,41,312,1106,3.1,1
TXN92414334,T11179,617.0,278.77,104,20,crypto_exchange,online,debit,tier_2,14.7,0.642,0,0,3,0.044,-1,331,1109,3.1,1
TXN27299062,T11393,3000.0,5256.92,355,20,apparel,in_store,debit,tier_3,4.3,,0,0,1,0.738,-1,479,1103,4.0,0
TXN12349881,T10060,195783.84,42988.26,94,16,gaming,online,debit,tier_1,12.0,0.764,0,0,2,0.626,-1,251,1118,4.2,1
TXN94254575,T12454,2124.0,2825.46,971,13,home_improvement,in_store,credit,tier_1,4.7,,0,0,2,0.405,-1,158,1108,3.1,0
TXN53201787,T12076,5500.0,6589.31,3883,21,fuel,contactless,credit,tier_1,2.2,,0,0,1,0.314,-1,209,1120,4.5,1
TXN71923782,T10471,3006.94,476.46,128,14,grocery,in_store,debit,tier_1,3.8,,0,0,1,0.202,51,336,1118,3.4,0
TXN63198270,T12041,500.0,758.42,840,5,cash_withdrawal,atm,credit,tier_1,3.1,,0,0,1,0.467,-1,367,1119,4.2,0
TXN72406345,T10922,500.0,811.14,379,11,grocery,in_store,debit,tier_2,1.8,,0,0,1,0.337,-1,134,1106,4.2,0
TXN60801929,T11948,5244.0,3696.35,139,10,gift_cards,online,credit,tier_1,549.7,0.801,0,0,1,0.049,-1,178,1101,3.1,1
TXN34483014,T10903,2155.86,,86,9,entertainment,online,debit,tier_1,77.1,0.692,0,0,4,0.089,-1,295,1108,4.0,1
TXN53146455,T11751,7973.6,7034.71,301,18,gift_cards,online,debit,tier_1,32.6,0.348,0,0,1,0.041,-1,269,1108,4.0,1
TXN55460726,T10500,24000.0,29327.92,348,19,electronics,online,debit,tier_1,,0.825,0,0,1,0.708,101,166,1121,3.1,1
TXN48789077,T10654,3783.0,2019.98,200,13,gift_cards,online,debit,tier_3,2023.3,,1,0,1,0.416,-1,402,1116,3.1,1
TXN02257678,T10761,10.74,20.4,614,7,travel,online,debit,tier_2,14.7,0.955,0,0,1,0.117,-1,380,1115,3.1,1
TXN63910201,T12122,2107.0,2612.14,210,20,gaming,online,credit,tier_2,18.6,0.631,0,0,4,0.277,-1,83,1105,4.0,1
TXN77497791,T11180,11620.86,11755.38,3122,22,fuel,contactless,prepaid,tier_1,3.7,,0,0,1,0.326,-1,175,1114,4.0,0
TXN67580666,T11043,3172.0,5890.04,245,16,apparel,contactless,debit,tier_2,21.7,,0,0,2,0.307,-1,389,1124,4.5,0
TXN30176488,T10573,80536.0,124248.84,690,15,fuel,in_store,credit,tier_1,0.9,,0,0,1,0.386,-1,149,1114,4.5,0
TXN03289730,T12444,7993.12,4178.3,4000,17,grocery,in_store,credit,tier_2,1573.8,,1,0,1,0.101,-1,402,1110,4.5,1
TXN03314419,T10626,6660.95,8140.94,228,14,grocery,contactless,credit,tier_2,6.8,,0,2,1,0.112,72,18,1107,4.2,0
TXN29219461,T11287,31274.91,6494.84,156,19,pharmacy,in_store,credit,tier_2,9.3,,0,0,2,0.224,-1,411,1104,4.2,0
TXN73347942,T11514,204.0,,45,18,travel,online,debit,tier_1,4.0,0.518,0,0,1,0.545,658,413,1121,4.2,1
TXN74726248,T11095,9268.0,24161.83,102,20,utilities,in_store,credit,tier_2,4.6,,0,1,2,0.383,85,237,1109,3.4,1
TXN31588196,T10566,1083.0,754.39,726,14,restaurants,in_store,debit,tier_2,13.1,,0,0,1,0.125,-1,347,1105,3.4,0
TXN94590058,T11406,1249.54,725.56,2400,19,gift_cards,online,credit,tier_1,11.2,0.768,0,0,1,0.253,-1,354,1124,4.0,1
TXN94910057,T10615,1442.13,,872,7,travel,in_store,prepaid,tier_1,,,0,0,2,0.489,191,86,1116,3.4,1
TXN67623626,T10556,4500.0,6707.82,171,14,grocery,in_store,debit,tier_1,,,0,0,3,0.31,1198,52,1112,4.2,1
TXN04173641,T11522,133.88,464.55,1262,18,utilities,online,credit,tier_1,9.2,0.888,0,0,4,0.15,-1,375,1117,4.5,1
TXN41268793,T10556,500.0,419.2,308,21,entertainment,online,debit,tier_3,50.6,0.85,0,0,2,0.141,43,205,1121,4.5,1
TXN98361675,T10662,11484.0,5756.82,432,11,electronics,online,credit,tier_1,1343.8,0.593,1,0,1,0.416,-1,330,1124,4.0,1
TXN46503068,T11895,4021.0,6186.77,354,11,pharmacy,in_store,credit,tier_3,0.5,,0,0,2,0.109,-1,267,1118,4.0,0
TXN38824497,T10508,1970.0,816.62,91,12,entertainment,online,credit,tier_2,,,0,0,1,0.422,102,268,1117,4.0,1
TXN63812776,T11594,3245.0,,86,21,entertainment,online,credit,tier_2,,0.9,0,0,1,0.075,-1,73,1117,4.2,0
TXN86569396,T10240,4294.0,,59,12,jewellery,online,prepaid,tier_1,4.1,0.58,0,0,1,0.115,-1,152,1107,4.5,1
TXN57840568,T10175,97426.0,118328.67,282,6,fuel,in_store,credit,tier_1,3.9,,0,0,1,0.187,-1,245,1115,3.1,0
TXN97250973,T12091,326.0,889.84,669,17,fuel,online,debit,tier_2,172.3,,0,0,4,0.185,-1,37,1101,3.1,0
TXN39384956,T10373,8717.0,10205.03,218,21,grocery,contactless,debit,tier_2,2.2,,0,0,3,0.408,90,173,1121,4.5,1
TXN00559155,T12346,8871.0,3128.59,694,12,entertainment,contactless,credit,tier_1,1.2,,0,1,2,0.172,105,387,1114,3.4,0
TXN22165385,T11913,378.0,,43,9,restaurants,in_store,debit,tier_2,,,0,0,1,0.497,-1,430,1120,3.1,0
TXN33101073,T12219,10769.95,,35,17,home_improvement,in_store,debit,tier_2,5.0,,0,0,1,0.05,106,371,1102,4.2,0
TXN61221124,T12036,481.79,258.33,773,7,gift_cards,online,credit,tier_2,,,0,0,1,0.405,37,312,1104,4.2,1
TXN01285125,T10295,13.0,,57,17,restaurants,in_store,credit,tier_1,992.5,,1,0,1,0.135,-1,37,1112,3.4,1
TXN69248997,T10762,6577.0,8967.82,524,18,money_transfer,online,debit,tier_3,7.5,0.686,0,0,1,0.31,581,13,1113,4.0,0
TXN02003061,T10712,1506.0,352.52,487,6,home_improvement,in_store,debit,tier_2,0.7,,0,1,1,0.185,-1,416,1111,4.0,0
TXN76673196,T10732,10000.0,17514.91,1264,16,electronics,in_store,credit,tier_1,0.8,,0,0,2,0.423,-1,267,1111,4.2,1
TXN62054082,T11876,50.77,,9,7,restaurants,in_store,debit,tier_1,,,0,0,1,0.101,-1,98,1111,3.4,0
TXN44783179,T10288,237.0,511.61,1138,15,electronics,online,debit,tier_2,4.5,0.887,0,0,2,0.094,-1,312,1108,4.2,0
TXN87355276,T10759,117.54,158.94,133,23,grocery,in_store,credit,tier_1,3.7,,0,0,1,0.264,-1,123,1112,4.5,0
TXN01276130,T10904,2546.0,3840.88,120,23,gift_cards,online,credit,tier_3,38.1,,0,0,2,0.352,62,414,1103,4.2,1
TXN48753723,T10724,1756.56,1201.96,193,23,electronics,online,prepaid,tier_2,1710.5,,1,0,1,0.093,-1,171,1117,4.2,1
TXN25777343,T10821,500.0,1055.28,530,11,restaurants,in_store,credit,tier_1,1.3,,0,1,1,0.23,191,283,1116,3.1,1
TXN39957847,T11488,8515.0,1043.15,429,15,electronics,online,credit,tier_2,2858.2,0.765,1,0,3,0.269,-1,369,1106,4.2,1
TXN33048958,T10277,2700.0,3239.7,99,18,cash_withdrawal,atm,debit,tier_3,,,0,0,2,0.118,-1,258,1101,4.0,0
TXN18799816,T11651,10061.94,6190.68,802,16,electronics,online,debit,tier_1,,0.467,0,0,1,0.294,80,315,1118,4.5,1
TXN97484629,T10570,4000.0,2912.94,382,17,grocery,in_store,debit,tier_1,14.5,,0,0,1,0.101,24,57,1114,4.0,1
TXN74586370,T11397,862.2,782.47,4000,19,apparel,in_store,debit,tier_2,2.0,,0,0,1,0.227,-1,38,1109,3.4,0
TXN90304395,T11900,4851.11,,51,12,crypto_exchange,online,credit,tier_2,67.7,,0,0,1,0.399,359,326,1108,4.5,1
TXN37078696,T12152,1251.0,456.02,1644,18,jewellery,in_store,debit,tier_1,1956.5,,1,0,2,0.242,-1,39,1122,4.2,1
TXN90463459,T11407,12489.0,,67,20,electronics,online,prepaid,tier_2,6.1,0.92,0,0,2,0.416,-1,90,1124,3.4,1
TXN34499095,T10660,125.0,940.7,926,14,grocery,in_store,debit,tier_2,,,0,0,1,0.279,-1,130,1108,4.2,1
TXN03334629,T10105,54037.0,262715.46,166,12,apparel,online,credit,tier_2,2386.8,0.949,1,0,1,0.139,-1,358,1116,3.4,0
TXN52316379,T11040,400.0,432.1,469,1,cash_withdrawal,atm,credit,tier_1,,,0,0,1,0.061,-1,107,1101,4.0,0
TXN83172421,T10606,183.0,185.47,230,13,jewellery,in_store,credit,tier_2,3401.6,,1,0,1,0.303,-1,324,1114,3.1,1
TXN38628412,T11461,6722.77,5609.79,179,10,utilities,online,debit,tier_2,63.7,0.621,0,0,3,0.357,477,234,1124,4.5,1
TXN76293921,T10195,221000.0,102484.19,226,21,gaming,online,credit,tier_1,5.7,0.647,0,0,3,0.44,-1,415,1111,4.2,1
TXN29964695,T11165,626.06,516.7,101,16,restaurants,in_store,debit,tier_1,23.7,,0,0,1,0.285,1260,68,1118,4.2,1
TXN49206858,T12221,3581.3,,24,21,fuel,contactless,credit,tier_3,,,0,0,1,0.448,-1,6,1124,4.5,1
TXN85438387,T11184,843.42,,47,11,gaming,online,debit,tier_1,10.3,0.663,0,0,1,0.418,1292,162,1106,4.0,1
TXN80983754,T12345,931.26,264.1,239,22,grocery,contactless,credit,tier_1,2.5,,0,0,1,0.165,50,328,1114,3.1,0
TXN02884065,T12268,422.0,421.16,1825,11,restaurants,in_store,debit,tier_2,8.8,,0,0,1,0.432,418,238,1118,3.4,0
TXN28453936,T12155,58.06,152.8,215,20,apparel,contactless,credit,tier_1,0.6,,0,0,1,0.322,-1,366,1104,3.1,0
TXN94003657,T10897,13353.0,4029.64,143,11,grocery,online,credit,tier_1,3878.3,0.724,1,0,1,0.153,240,142,1116,3.1,1
TXN97338449,T10818,4849.0,7623.63,561,8,electronics,online,prepaid,tier_3,109.9,0.902,0,0,1,0.478,-1,227,1117,3.4,0
TXN65850481,T12344,3105.15,4348.76,162,10,home_improvement,contactless,credit,tier_2,1.0,,0,0,1,0.113,39,248,1112,4.0,0
TXN52133483,T11022,358.0,535.37,1328,8,money_transfer,in_store,prepaid,tier_2,9.5,,0,0,2,0.423,51,66,1123,3.1,1
TXN95443276,T10013,3255.08,8812.15,458,14,grocery,in_store,debit,tier_3,8.2,,0,0,1,0.196,500,433,1108,4.5,0
TXN40311865,T12110,2517.34,,199,12,entertainment,online,prepaid,tier_1,91.1,,0,0,3,0.634,-1,142,1108,4.2,1
TXN47428688,T12411,1300.0,,66,20,cash_withdrawal,atm,credit,tier_2,,,0,0,2,0.148,121,163,1102,4.2,1
TXN98825180,T10630,6661.0,,44,12,entertainment,in_store,debit,tier_1,3.9,,0,1,1,0.15,-1,446,1106,4.5,0
TXN63170069,T11893,736.59,,25,8,entertainment,online,debit,tier_2,12.6,0.747,0,0,2,0.385,845,311,1111,4.0,1
TXN45081391,T10310,6473.14,4598.54,225,2,utilities,online,debit,tier_1,102.4,,0,0,1,0.337,74,27,1103,4.0,1
TXN27872967,T12249,1217.0,3258.56,262,12,entertainment,online,credit,tier_1,2523.4,0.818,1,0,2,0.465,-1,93,1121,4.2,0
TXN20351778,T12043,1204.94,,31,12,fuel,in_store,debit,tier_3,3.9,,0,0,2,0.12,-1,228,1105,3.4,0
TXN49020973,T11059,5420.0,1768.11,697,15,jewellery,in_store,debit,tier_2,7.5,,0,0,1,0.469,63,335,1109,3.1,1
TXN09762146,T12171,27.01,115.97,1502,19,jewellery,online,debit,tier_1,114.5,0.893,0,0,1,0.332,-1,77,1113,4.0,1
TXN45396588,T12268,206.0,298.56,219,21,gift_cards,online,debit,tier_2,30.9,,0,0,1,0.178,-1,17,1106,4.5,0
TXN27671378,T12365,435.37,237.89,843,15,gift_cards,online,debit,tier_3,,,0,0,1,0.308,-1,204,1115,3.4,1
TXN77156579,T10658,2451.74,1417.88,110,14,restaurants,online,debit,tier_1,6.1,0.823,0,0,1,0.16,-1,11,1122,3.4,0
TXN46729642,T10281,11971.0,7670.9,2166,14,travel,in_store,debit,tier_1,2.6,,0,0,1,0.204,-1,371,1117,3.1,0
TXN11979716,T11130,397.75,523.75,172,20,restaurants,in_store,debit,tier_1,3.7,,0,0,1,0.113,-1,304,1101,4.5,0
TXN87965405,T10633,2076.0,3887.48,105,14,pharmacy,contactless,debit,tier_2,2.4,,0,0,1,0.339,158,157,1104,4.0,0
TXN79196612,T10194,9900.0,,58,16,cash_withdrawal,atm,debit,tier_1,1.3,,0,1,1,0.289,-1,498,1101,3.4,0
TXN28877540,T12150,3539.0,1245.51,271,20,restaurants,in_store,debit,tier_3,,,0,0,1,0.243,43,17,1109,3.1,0
TXN28998051,T11129,40.0,313.17,209,17,entertainment,online,debit,tier_3,43.8,,0,0,1,0.283,-1,412,1110,4.0,0
TXN03468578,T11790,213.19,,62,21,home_improvement,online,credit,tier_1,11.3,0.668,0,0,1,0.079,157,80,1111,4.5,1
TXN13595733,T11008,1000.0,3344.54,317,8,restaurants,contactless,debit,tier_3,9.0,,0,0,1,0.599,-1,374,1118,3.4,0
TXN52438362,T12054,1214.78,3403.56,226,11,restaurants,in_store,debit,tier_1,,,0,0,1,0.288,-1,135,1121,4.2,1
TXN05897292,T12336,16000.0,,37,21,restaurants,in_store,debit,tier_1,5.0,,0,0,1,0.163,-1,463,1105,3.4,0
TXN76488938,T11918,1649.0,2789.73,142,14,fuel,online,credit,tier_3,11.2,0.844,0,0,1,0.259,-1,368,1112,3.4,0
TXN07720058,T10415,4478.46,10899.25,1322,16,entertainment,online,debit,tier_1,57.0,,0,0,7,0.099,101,473,1119,3.1,0
TXN91706389,T11010,29746.74,25640.12,332,23,fuel,contactless,credit,tier_1,4.6,,0,0,1,0.136,10,10,1111,3.1,1
TXN53263449,T10609,448.0,,46,13,money_transfer,online,credit,tier_1,185.2,0.844,0,0,1,0.064,-1,377,1108,4.0,0
TXN25211092,T10983,1842.0,,143,9,utilities,online,credit,tier_1,14.0,0.32,0,0,1,0.382,-1,484,1115,3.1,1
TXN12780292,T11519,3618.0,1781.31,362,17,apparel,in_store,credit,tier_1,,,0,0,1,0.107,-1,361,1123,4.5,0
TXN70929977,T10704,1780.0,3964.1,134,20,gaming,online,debit,tier_1,2.1,0.818,0,0,2,0.132,-1,469,1123,3.1,0
TXN87803387,T11878,802.0,1211.13,244,16,utilities,online,debit,tier_3,11.2,,0,0,1,0.296,106,53,1105,3.1,0
TXN09842888,T11804,79.0,266.77,223,7,fuel,in_store,debit,tier_2,5.2,,0,0,2,0.124,68,67,1112,3.4,1
TXN41339669,T11799,3798.22,,2534,14,grocery,in_store,credit,tier_1,5.2,,0,0,5,0.042,86,240,1111,4.2,0
TXN37599651,T10484,12058.36,7491.36,243,20,home_improvement,in_store,debit,tier_3,33.6,,0,0,3,0.251,683,28,1112,3.1,1
TXN60063583,T12307,788.88,489.32,118,10,utilities,online,credit,tier_1,2261.0,0.715,1,0,1,0.185,-1,456,1114,4.5,1
TXN37945672,T10313,45547.64,31081.72,159,15,gaming,online,debit,tier_1,54.9,0.876,0,0,2,0.49,-1,71,1119,3.4,1
TXN74015950,T12423,26226.66,21509.7,456,17,grocery,contactless,debit,tier_2,7.3,,0,0,2,0.352,-1,463,1101,4.5,0
TXN03638591,T12032,784.0,1662.01,132,14,fuel,in_store,debit,tier_2,9.9,,0,1,1,0.364,-1,11,1111,4.5,0
TXN21787426,T10366,254.51,850.58,551,14,gaming,online,debit,tier_2,81.8,0.33,0,0,1,0.34,-1,305,1112,3.1,0
TXN61800326,T12413,12209.86,10732.74,1008,15,entertainment,online,debit,tier_1,44.2,0.873,0,0,1,0.181,-1,52,1118,4.0,0
TXN63652153,T10000,5591.0,6493.82,985,19,electronics,online,credit,tier_2,152.9,0.855,0,0,1,0.106,-1,250,1113,4.5,0
TXN77907218,T12404,2190.9,5404.6,340,18,restaurants,online,credit,tier_2,3.6,0.797,0,0,1,0.315,-1,369,1119,4.0,0
TXN36467049,T12128,15771.0,12868.44,251,10,fuel,contactless,debit,tier_2,6.4,,0,0,1,0.088,357,149,1113,4.2,0
TXN34032808,T11639,74.0,196.44,485,20,apparel,in_store,debit,tier_1,1.4,,0,0,1,0.266,-1,184,1122,4.2,0
TXN80856977,T11407,942.0,272.36,331,23,grocery,online,debit,tier_1,,,0,0,1,0.415,-1,41,1118,3.1,1
TXN59649417,T12268,5426.0,1985.11,421,11,crypto_exchange,online,credit,tier_3,72.0,0.472,0,0,1,0.354,-1,399,1106,4.2,1
TXN32958389,T11549,4952.2,3824.48,129,18,grocery,in_store,debit,tier_1,,,0,0,1,0.087,-1,197,1101,4.5,0
TXN13442499,T10550,1856.94,,23,11,gift_cards,online,credit,tier_3,213.9,0.658,0,0,1,0.084,-1,311,1110,3.4,0
TXN57542147,T11008,564.0,796.71,911,13,fuel,contactless,debit,tier_1,2.9,,0,0,1,0.075,-1,342,1107,4.2,0
TXN42529224,T11087,1000.0,820.66,108,21,restaurants,in_store,credit,tier_1,1100.9,,1,0,2,0.228,-1,388,1118,4.2,1
TXN41436702,T11577,2403.92,2466.07,728,22,utilities,in_store,debit,tier_1,2.9,,0,0,1,0.538,-1,157,1107,4.0,0
TXN19411973,T11246,1126.0,1022.48,254,5,pharmacy,online,credit,tier_3,3.3,0.9,0,0,1,0.223,-1,247,1107,4.0,0
TXN21909605,T11822,10570.12,30368.64,114,7,money_transfer,online,credit,tier_1,1.1,0.361,0,0,3,0.156,-1,179,1122,3.4,1
TXN74075322,T11007,74639.0,18648.67,935,20,apparel,online,debit,tier_3,28.6,,0,0,1,0.451,-1,463,1107,3.1,1
TXN17255022,T11387,2514.94,,86,17,fuel,contactless,debit,tier_2,18.4,,0,0,2,0.483,345,284,1114,4.0,1
TXN93549044,T11900,6505.72,7101.71,680,18,gift_cards,online,debit,tier_1,8.8,0.65,0,0,1,0.097,-1,156,1122,3.1,0
TXN53359410,T10781,500.0,831.69,302,17,electronics,online,debit,tier_2,3.2,0.884,0,0,3,0.56,-1,204,1112,3.4,1
TXN50198929,T10434,19819.02,26476.72,873,16,travel,online,prepaid,tier_1,17.1,0.552,0,0,1,0.556,12,82,1105,4.0,0
TXN23292345,T12437,9265.02,3193.85,501,13,grocery,in_store,debit,tier_2,4.7,,0,0,1,0.13,537,314,1105,3.1,0
TXN28319858,T11685,937.07,599.01,642,20,fuel,in_store,debit,tier_1,9.2,,0,0,5,0.559,-1,341,1112,3.4,1
TXN82971311,T11645,928.34,604.58,570,18,gift_cards,online,prepaid,tier_2,291.9,0.829,0,0,1,0.452,-1,163,1108,3.1,1
TXN82051649,T10744,17250.0,6676.27,303,17,grocery,in_store,credit,tier_3,3.3,,0,0,1,0.739,-1,136,1123,3.1,1
TXN57255401,T12187,1000.0,6090.47,505,20,restaurants,in_store,credit,tier_3,13.8,,0,0,1,0.196,-1,336,1105,4.5,1
TXN25846966,T10996,608.0,641.88,163,11,restaurants,in_store,credit,tier_2,1.7,,0,0,4,0.087,-1,440,1110,3.1,0
TXN82805330,T12459,19185.38,14079.12,188,14,money_transfer,online,debit,tier_2,35.3,0.505,0,0,1,0.023,-1,396,1117,4.2,0
TXN97688321,T11637,194.69,250.69,202,21,fuel,in_store,debit,tier_1,2.0,,0,0,1,0.171,42,404,1102,3.1,1
TXN77428196,T11999,4441.98,3286.22,586,18,restaurants,in_store,credit,tier_1,3.2,,0,0,1,0.124,-1,58,1110,4.2,0
TXN90962850,T11169,683.0,,44,9,travel,online,debit,tier_3,15.6,0.501,0,0,4,0.069,477,206,1110,3.4,1
TXN37883666,T11733,38.01,66.09,1418,20,restaurants,in_store,credit,tier_2,0.8,,0,0,1,0.298,169,353,1118,3.1,1
TXN68717379,T11526,310.85,814.37,296,8,restaurants,contactless,credit,tier_2,1.4,,0,1,1,0.18,93,442,1118,3.1,1
TXN98131553,T11621,689.91,652.31,1665,18,crypto_exchange,online,debit,tier_3,22.7,0.508,0,0,1,0.263,-1,155,1108,4.5,1
TXN73325165,T12163,16822.32,3976.76,513,14,electronics,in_store,debit,tier_1,27.6,,0,0,3,0.593,-1,215,1117,4.0,1
TXN24589217,T11560,9289.0,,46,13,grocery,in_store,debit,tier_1,8.3,,0,0,3,0.379,-1,351,1101,3.1,1
TXN04458281,T10541,26.0,338.42,253,16,electronics,online,debit,tier_3,7.5,0.921,0,0,1,0.477,-1,21,1102,3.4,0
TXN51482958,T12311,574.19,932.74,643,22,grocery,contactless,debit,tier_1,1.5,,0,0,1,0.172,-1,149,1124,3.1,1
TXN06547530,T11922,235.0,264.19,1755,14,grocery,online,debit,tier_3,2799.2,0.804,1,0,2,0.591,-1,330,1109,3.1,0
TXN36574636,T12204,411.22,396.19,1801,19,travel,online,debit,tier_1,3.7,0.907,0,0,2,0.392,-1,226,1121,4.0,0
TXN60139555,T10045,2500.0,2175.17,352,0,utilities,online,credit,tier_1,1570.9,0.615,1,0,2,0.074,29,14,1123,3.1,1
TXN24963106,T10492,20066.0,7678.12,551,18,crypto_exchange,online,debit,tier_3,20.7,,0,0,4,0.303,-1,274,1113,4.5,1
TXN96053726,T10967,1396.76,1622.65,864,7,travel,online,debit,tier_2,2.9,0.94,0,0,1,0.422,-1,132,1113,4.5,0
TXN70235376,T11502,50348.0,,274,1,fuel,in_store,credit,tier_2,1.7,,0,1,2,0.272,-1,331,1102,3.1,1
TXN62572204,T10776,1183.0,2177.44,3118,19,utilities,online,debit,tier_1,,0.829,0,0,1,0.257,63,217,1107,3.1,1
TXN54621002,T12009,50738.8,42883.88,1711,10,home_improvement,in_store,credit,tier_1,4.1,,0,0,3,0.155,-1,272,1115,3.4,0
TXN37599031,T12310,1100.0,2703.53,221,14,cash_withdrawal,atm,credit,tier_1,6.6,,0,0,1,0.052,-1,440,1105,3.4,0
TXN88158789,T11558,2441.97,2041.79,794,8,gaming,contactless,debit,tier_1,7.3,,0,0,1,0.684,497,372,1121,4.2,0
TXN52095118,T10806,1431.0,,78,18,gaming,in_store,credit,tier_2,12.7,,0,1,3,0.407,134,337,1110,3.1,1
TXN23989634,T11516,3897.0,,345,8,home_improvement,in_store,debit,tier_1,0.7,,0,0,1,0.51,40,86,1115,3.4,1
TXN29464378,T11740,1065.0,1029.97,2173,12,utilities,online,credit,tier_3,20.1,0.532,0,0,1,0.209,-1,151,1109,3.1,0
TXN18047669,T10052,5366.91,3695.58,396,14,pharmacy,in_store,prepaid,tier_3,0.9,,0,1,2,0.17,302,489,1103,3.1,0
TXN70507771,T11468,142000.0,49599.11,1375,23,pharmacy,contactless,credit,tier_1,3.8,,0,0,1,0.547,-1,288,1108,3.4,1
TXN78680691,T11709,656.4,1850.38,197,3,gift_cards,online,debit,tier_2,227.7,0.708,0,0,1,0.496,-1,302,1107,4.2,0
TXN91662892,T12437,9457.12,,68,17,fuel,contactless,credit,tier_3,1.1,,0,1,3,0.413,105,110,1118,4.0,1
TXN90384366,T12330,1172.0,,29,12,entertainment,online,debit,tier_1,1.5,,0,0,2,0.298,-1,359,1106,4.0,1
TXN67540315,T10113,1331.0,1066.41,254,15,utilities,online,credit,tier_3,22.8,,0,0,1,0.347,-1,306,1124,4.5,0
TXN48371737,T10020,82.0,303.12,250,20,travel,online,debit,tier_3,1.2,0.14,0,0,5,0.483,81,164,1116,3.1,1
TXN53581021,T11313,299.0,225.87,148,21,grocery,in_store,prepaid,tier_2,1.1,,0,0,4,0.219,123,197,1111,4.2,1
TXN32498868,T10219,2672.0,3404.44,194,22,money_transfer,contactless,debit,tier_1,,,0,0,2,0.52,400,149,1114,3.4,1
TXN49987428,T12336,86.98,154.5,421,14,gift_cards,online,credit,tier_1,3.3,0.91,0,0,4,0.15,-1,127,1118,4.0,0
TXN73626484,T11460,3642.0,2763.82,964,15,restaurants,in_store,debit,tier_2,1.8,,0,2,1,0.339,-1,25,1106,4.5,0
TXN36340565,T12301,285.0,,70,17,fuel,online,debit,tier_3,15.2,,0,0,2,0.219,-1,218,1115,4.0,1
TXN13073849,T11371,900.0,,822,10,cash_withdrawal,atm,credit,tier_3,3.6,,0,0,1,0.15,152,70,1116,4.0,1
TXN54405319,T11502,4833.0,,30,16,gaming,online,credit,tier_1,1.0,0.836,0,0,3,0.242,267,462,1110,4.0,1
TXN33748287,T10517,4963.66,12084.27,142,12,fuel,contactless,debit,tier_2,0.8,,0,0,2,0.269,-1,49,1124,4.2,0
TXN15649067,T11236,44823.67,38193.39,1120,22,restaurants,contactless,credit,tier_2,6.7,,0,0,1,0.561,-1,178,1118,3.1,0
TXN24859352,T11243,1909.65,2852.71,203,1,entertainment,online,debit,tier_2,3616.7,,1,0,3,0.231,61,59,1104,3.4,1
TXN80170897,T11446,14612.76,13178.45,419,16,electronics,online,debit,tier_1,,,0,0,2,0.638,-1,362,1103,4.5,1
TXN15914796,T10033,400.0,685.85,170,16,cash_withdrawal,atm,debit,tier_2,,,0,0,2,0.242,-1,147,1105,4.0,1
TXN37052930,T11010,5333.0,,62,19,electronics,online,debit,tier_3,,,0,0,3,0.027,-1,43,1121,4.0,1
TXN73884237,T10125,1378.27,1496.51,205,10,entertainment,online,credit,tier_1,3.2,,0,0,1,0.184,-1,274,1116,4.0,0
TXN85671518,T11040,53.65,353.59,631,16,pharmacy,in_store,debit,tier_1,2.8,,0,0,1,0.147,9,448,1106,4.5,1
TXN31348963,T10813,2925.33,1593.71,319,8,apparel,in_store,debit,tier_2,2.5,,0,0,3,0.064,-1,276,1123,3.1,0
TXN54204309,T10597,32762.35,93502.14,2432,18,home_improvement,contactless,debit,tier_2,3.9,,0,0,1,0.124,-1,27,1121,3.1,1
